site,location,pop_type,date,time_start,time_end,surveyor_name,contact,method,quadrat_size_m2,n_flips,total_sample_area_m2,latitude,longitude,tidal_elev_ft_mllw,sample_id,percent_cover_pacific_shell,live_oly_count,dead_oly_count,live_pac_count,dead_pac_count,live_unid_count,dead_unid_count,pacific_shell_piece,notes
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,12,NA,0,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,15,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,25,NA,1,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,46,NA,0,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,55,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,89,NA,1,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,95,NA,1,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,90,NA,1,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,53,NA,0,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,83,NA,0,NA,NA,NA,NA,NA,NA,drill eggs
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,68,NA,1,NA,NA,NA,NA,NA,NA,drill eggs
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,85,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,71,NA,7,NA,NA,NA,NA,NA,NA,"drills, drill eggs"
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,52,NA,0,NA,NA,NA,NA,NA,NA,"drills, drill eggs"
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,51,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,63,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,72,NA,17,NA,NA,NA,NA,NA,NA,"drills, drill eggs"
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,77,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,76,NA,4,NA,NA,NA,NA,NA,NA,"drills, drill eggs"
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,98,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,96,NA,0,NA,NA,NA,NA,NA,NA,"drills, drill eggs"
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,97,NA,1,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,54,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,56,NA,0,NA,NA,NA,NA,NA,NA,"drills, drill eggs"
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,64,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,78,NA,0,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,92,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,79,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,80,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,94,NA,1,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,59,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,81,NA,0,NA,NA,NA,NA,NA,NA,dill eggs
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,57,NA,0,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,70,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,73,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,74,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,86,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,87,NA,0,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,88,NA,0,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,93,NA,0,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,67,NA,0,NA,NA,NA,NA,NA,NA,"drills, drill eggs"
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,82,NA,1,NA,NA,NA,NA,NA,NA,"drills, drill eggs"
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,62,NA,1,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,59,NA,0,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,60,NA,5,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,66,NA,1,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,84,NA,12,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Jessi Florendo, Hilary Hayford, Brian Allen, Betsy Peabody, Kari Inch, Josh O'Hara",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,65,NA,7,NA,NA,NA,NA,NA,NA,"drills, drill eggs"
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Hilary Hayford, Betsey Peabody",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,58,NA,55,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Hilary Hayford, Betsey Peabody",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,75,NA,0,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Hilary Hayford, Betsey Peabody",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,91,NA,1,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Hilary Hayford, Betsey Peabody",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,61,NA,24,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Hilary Hayford, Betsey Peabody",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,100,NA,13,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Hilary Hayford, Betsey Peabody",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,99,NA,27,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Hilary Hayford, Betsey Peabody",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,9-Jun,NA,29,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2023-07-06,NA,NA,"Hilary Hayford, Betsey Peabody",kari@restorationfund.org,random points,0.25,1,0.25,NA,NA,NA,14-42,NA,108,NA,NA,NA,NA,NA,NA,drills
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,1,0.25,NA,NA,NA,7.2,NA,1,NA,NA,NA,NA,NA,NA,"Drills; eggs on substrate in moderate density >1m^2; most observed mortality with oysters is associated with drill; observed Lophopauopea bellus, mussels and barnacle clusters, relic clam shell and oyster shell, crepidula"
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,4,1,NA,NA,NA,17.2,NA,1,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,6,1.5,NA,NA,NA,27.2,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,4,1,NA,NA,NA,37.2,NA,1,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,4,1,NA,NA,NA,47.2,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,1,0.25,NA,NA,NA,57.2,NA,1,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,1,0.25,NA,NA,NA,67.2,NA,2,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,2,0.5,NA,NA,NA,77.2,NA,2,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,4,1,NA,NA,NA,87.2,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,4,1,NA,NA,NA,97.2,NA,2,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,4,1,NA,NA,NA,107.2,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,4,1,NA,NA,NA,117.2,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,2,0.5,NA,NA,NA,127.2,NA,1,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,4,1,NA,NA,NA,137.2,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,4,1,NA,NA,NA,147.2,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,4,1,NA,NA,NA,157.2,NA,1,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,3,0.75,NA,NA,NA,167.2,NA,1,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,4,1,NA,NA,NA,177.2,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,3,0.75,NA,NA,NA,187.2,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Reference Population,ref,2023-07-06,NA,NA,Brian Allen,kari@restorationfund.org,transect,0.25,4,1,NA,NA,NA,197.2,NA,0,NA,NA,NA,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,17,5,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,92,95,0,4,0,0,NA,NA,NA,drills
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,64,5,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,29,12,0,1,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,89,25,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,93,40,0,0,0,0,NA,NA,NA,live drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,98,30,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,61,80,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,51,80,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,57,100,0,1,0,0,NA,NA,NA,live drills
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,36,90,0,0,0,0,NA,NA,NA,live drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,31,80,0,0,0,0,NA,NA,NA,live drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,4,5,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,68,50,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,88,0,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,90,30,0,1,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,81,100,0,0,0,0,NA,NA,NA,live drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,95,70,1,3,0,0,NA,NA,NA,live drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,18,90,0,3,0,0,NA,NA,NA,live drills
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,8,35,1,0,0,0,NA,NA,NA,live drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,72,35,0,0,0,0,NA,NA,NA,"live drill, slippers"
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,26,100,1,0,0,0,NA,NA,NA,"live drill, slippers"
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,96,90,0,0,0,0,NA,NA,NA,"live drill, slippers"
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,63,0,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,23,80,0,0,0,0,NA,NA,NA,live drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,59,80,0,1,0,0,NA,NA,NA,live drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,14,60,0,0,0,0,NA,NA,NA,live drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,39,45,0,0,0,0,NA,NA,NA,live drill
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,38,0,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,37,25,0,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,87,60,0,6,0,0,NA,NA,NA,"live drill, drill eggs"
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Jessi Florendo, Alex Harnick, Erick Dowell",NA,random points,0.25,1,0.25,NA,NA,NA,27,25,1,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,56,35,5,0,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,86,25,3,0,0,0,NA,NA,NA,drill eggs near quadrat
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,43,85,6,0,0,0,NA,NA,NA,drill eggs in quadrat
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,49,25,9,1,0,0,NA,NA,NA,NA
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,97,95,9,0,0,0,NA,NA,NA,"drill (2), eggs nearby"
Liberty Bay,Legion Park,project,2025-06-12,35100,51480,"Sophie Schwager, Jenna Inglese",NA,random points,0.25,1,0.25,NA,NA,NA,67,90,35,2,0,0,NA,NA,NA,drill (3) + eggs
